headword	raw_string	response	verification	comment	attempts
annual	annual adj.	"{""headword"":""annual"",""explanation"":""形容詞，意為「年度的、每年的」。名詞則指「年刊」。常用於描述週期性每年一次的活動，如 annual report (年度報告), annual meeting (年度會議), annual budget (年度預算)。"",""entries"":[{""sentence"":""The company's <target>annual</target> <pattern>report</pattern> provides a detailed analysis of its financial performance and goals for the coming year."",""translation"":""公司的年度報告提供了對其財務表現和來年目標的詳細分析。"",""explanation"":""形容詞「年度的」。常用搭配：annual report (年度報告)。""},{""sentence"":""The school holds an <target>annual</target> <pattern>sports meet</pattern> every May, allowing students to showcase their athletic abilities and team spirit."",""translation"":""學校每年五月舉行一次年度運動會，讓學生們展現他們的運動能力和團隊精神。"",""explanation"":""形容詞「每年的」。常用搭配：annual sports meet (年度運動會)。""},{""sentence"":""Many birds migrate to warmer regions during the winter as part of their <target>annual</target> <pattern>cycle</pattern> of movement."",""translation"":""許多鳥類在冬季遷徙到較溫暖的地區，作為其年度移動週期的部分。"",""explanation"":""形容詞「年度的」。常用搭配：annual cycle (年度週期)。""}],""related_forms"":[""annually""]}"	none		0
anxiety	anxiety n.	"{""headword"":""anxiety"",""explanation"":""名詞，意為「焦慮、不安」。常用搭配：suffer from anxiety (患有焦慮症), ease anxiety (緩解焦慮), social anxiety (社交焦慮)。注意與 anxious (形容詞) 的區別。"",""entries"":[{""sentence"":""The students felt a great deal of <target>anxiety</target> <pattern>about</pattern> their upcoming final exams and the results of their university applications."",""translation"":""學生們對即將到來的期末考和大學申請結果感到非常焦慮。"",""explanation"":""名詞「焦慮」。常用搭配：anxiety about... (對...的焦慮)。""},{""sentence"":""Regular exercise and mindfulness meditation are often recommended as effective ways to <target>reduce</target> <pattern>anxiety</pattern> and improve mental well-being."",""translation"":""規律運動和正念冥想通常被推薦為緩解焦慮和改善心理健康的有效方法。"",""explanation"":""名詞「焦慮」。常用搭配：reduce anxiety (減少/緩解焦慮)。""},{""sentence"":""Many people experience <target>social</target> <target>anxiety</target> when speaking in front of a large crowd, which can make them feel nervous and shy."",""translation"":""許多人在大眾面前演講時會經歷社交焦慮，這會讓他們感到緊張和害羞。"",""explanation"":""名詞「焦慮」。常用搭配：social anxiety (社交焦慮)。""}],""related_forms"":[""anxious""]}"	none		0
apology	apology n.	"{""headword"":""apology"",""explanation"":""名詞，意為「道歉」。常用搭配：make an apology (道歉), offer an apology (提供道歉), sincere apology (真誠的道歉)。注意與 apologize (動詞) 的區別。"",""entries"":[{""sentence"":""After realizing he had made a mistake, the manager <pattern>offered</pattern> a sincere <target>apology</target> <pattern>to</pattern> his employees for the confusion caused."",""translation"":""在意識到自己犯了錯後，經理向他的員工們提供了真誠的道歉，以彌補所造成的混亂。"",""explanation"":""名詞「道歉」。常用搭配：offer an apology to someone (向某人道歉)。""},{""sentence"":""The company issued a formal <target>apology</target> <pattern>for</pattern> the technical failure of their new product, promising to fix the issue immediately."",""translation"":""公司針對其新產品的技術故障發布了正式的道歉，並承諾立即修復該問題。"",""explanation"":""名詞「道歉」。常用搭配：apology for something (對某事的道歉)。""},{""sentence"":""She decided to <pattern>make</pattern> an <target>apology</target> to her best friend after they had a heated argument about a group project."",""translation"":""在他們針對一項小組專案發生激烈爭執後，她決定向她最好的朋友道歉。"",""explanation"":""名詞「道歉」。常用搭配：make an apology (道歉)。""}],""related_forms"":[""apologize"",""apologetic""]}"	none		0
apparent	apparent adj.	"{""headword"":""apparent"",""explanation"":""形容詞，意為「明顯的」或「表面上的」。常用搭配：become apparent (變得明顯), for all apparent reasons (就表面原因而言)。注意：當它表示「明顯的」時，與 obvious 相似；當它表示「表面上的」 (seeming) 時，則是指事實可能不同。"",""entries"":[{""sentence"":""It soon <target>became</target> <target>apparent</target> that the team had not prepared enough for the presentation, as they struggled to answer the judge's questions."",""translation"":""很快就變得明顯，這個團隊沒有為簡報充分準備，因為他們在回答評審的問題時顯得吃力。"",""explanation"":""形容詞「明顯的」。常用搭配：become apparent (變得明顯)。""},{""sentence"":""Although his <target>apparent</target> <pattern>calmness</pattern> suggested he was not nervous, his shaking hands revealed his true feelings of anxiety."",""translation"":""儘管他表面上的冷靜建議他並不緊張，但他顫抖的雙手揭露了他的真正焦慮感。"",""explanation"":""形容詞「表面上的」。指表面現象，但事實可能不同。""},{""sentence"":""The cause of the accident was <target>apparent</target> to everyone who saw the crash, as the driver had been speeding for several minutes."",""translation"":""對於所有看到車禍的人來說，事故的原因是很明顯的，因為駕駛者已經超速行駛了數分鐘。"",""explanation"":""形容詞「明顯的」。""}],""related_forms"":[""apparently""]}"	none		0
applicant	applicant n.	"{""headword"":""applicant"",""explanation"":""名詞，意為「申請人」。常用於就業、大學入學或獎學金申請。常用搭配：successful applicant (成功的申請人/錄取者), job applicant (求職者)。"",""entries"":[{""sentence"":""The company received hundreds of <target>applicants</target> <pattern>for</pattern> the marketing position, and they had to carefully screen each resume."",""translation"":""公司針對該行銷職位收到了數百名申請人，他們必須仔細地篩選每一份履歷。"",""explanation"":""名詞「申請人」。常用搭配：applicant for... (...的申請人)。""},{""sentence"":""Only the most <target>successful</target> <target>applicants</target> will be invited to the second round of interviews to discuss their qualifications in detail."",""translation"":""只有最成功的申請人（錄取者）才會被邀請參加第二輪面試，以詳細討論他們的資質。"",""explanation"":""名詞「申請人」。常用搭配：successful applicant (成功的申請人)。""},{""sentence"":""Each <target>applicant</target> must provide a letter of recommendation from a teacher to support their application for the university scholarship."",""translation"":""每位申請人必須提供一封來自老師的推薦信，以支持他們申請大學獎學金。"",""explanation"":""名詞「申請人」。""}],""related_forms"":[""apply""]}"	none		0
application	application n.	"{""headword"":""application"",""explanation"":""名詞，意為「申請」或「應用/軟體」。常用搭配：application form (申請表), submit an application (提交申請), mobile application (行動應用程式/App)。注意區分其不同義項。"",""entries"":[{""sentence"":""Please make sure to fill out the <target>application</target> <pattern>form</pattern> completely and submit it before the deadline to avoid any delays."",""translation"":""請確保完整填寫申請表並在截止日期前提交，以避免任何延遲。"",""explanation"":""名詞「申請」。常用搭配：application form (申請表)。""},{""sentence"":""The scientist explained how the new theory could have practical <target>applications</target> <pattern>in</pattern> the field of medicine, such as treating rare diseases."",""translation"":""科學家解釋了這個新理論如何能在醫學領域有實際的應用，例如治療罕見疾病。"",""explanation"":""名詞「應用」。指將理論或知識應用於實際操作。""},{""sentence"":""With the rise of smartphones, many people now rely on a variety of <target>applications</target> to organize their daily schedules and track their health."",""translation"":""隨著智慧型手機的普及，研究人員現在依賴各種應用程式來組織他們的日常行程表並追蹤他們的健康。"",""explanation"":""名詞「應用程式/軟體」。""}],""related_forms"":[""apply"",""applicant""]}"	none		0
appoint	appoint(ment) v./(n.)	"{""headword"":""appoint"",""explanation"":""動詞，意為「任命、指定」。常用搭配：appoint someone as something (任命某人為...), appoint a date (指定日期)。名詞 appointment 則指「約會、預約」或「任命」。"",""entries"":[{""sentence"":""The board of directors decided to <target>appoint</target> him <pattern>as</pattern> the new CEO of the company because of his exceptional leadership skills."",""translation"":""董事會決定任命他為公司的新執行長，因為他擁有卓越的領導能力。"",""explanation"":""動詞「任命」。常用搭配：appoint someone as... (任命某人為...)。""},{""sentence"":""The teacher <target>appointed</target> a date for the group project deadline, ensuring that all students had enough time to complete their work."",""translation"":""老師指定了一個小組專案的截止日期，確保所有學生都有足夠的時間完成工作。"",""explanation"":""動詞「指定」。指指定時間或地點。""},{""sentence"":""I have an <target>appointment</target> <pattern>with</pattern> the school counselor tomorrow morning to discuss my future career options and university choices."",""translation"":""我有個明天早上的學校諮詢師約會，以討論我未來的職業選擇和大學選擇。"",""explanation"":""名詞「約會、預約」。常用搭配：appointment with someone (與某人預約)。""},{""sentence"":""The <target>appointment</target> <pattern>of</pattern> the new principal was announced by the school board, and he is expected to start his duties next month."",""translation"":""新校長的任命被學校董事會宣布，他預計下個月開始履行職責。"",""explanation"":""名詞「任命」。常用搭配：appointment of... (對...的任命)。""}],""related_forms"":[""appointment""]}"	none		0
appreciation	appreciation n.	"{""headword"":""appreciation"",""explanation"":""名詞，意為「感激、欣賞」或「增值」。常用搭配：show appreciation for (對...表示感激), in appreciation of (為了感激...), deep appreciation (深切的感激)。"",""entries"":[{""sentence"":""The students organized a surprise party <pattern>in</pattern> <target>appreciation</target> <pattern>of</pattern> their teacher's hard work and dedication throughout the school year."",""translation"":""學生們組織了一場驚喜派對，以感激他們老師在整個學年中的辛勤工作和奉獻。"",""explanation"":""名詞「感激」。常用搭配：in appreciation of... (為了感激...)。""},{""sentence"":""Studying art history helps students develop a deeper <target>appreciation</target> <pattern>for</pattern> classical paintings and the techniques used by ancient artists."",""translation"":""學習藝術史能幫助學生培養對古典繪畫和古代藝術家所用技術的更深層次的欣賞。"",""explanation"":""名詞「欣賞」。指對某事物的價值或美感地深刻理解和欣賞。""},{""sentence"":""The homeowner noticed a significant <target>appreciation</target> <pattern>in</pattern> the value of his property after the new subway station was built nearby."",""translation"":"" "",""explanation"":""名詞「增值」。指資產價值的增加。""}],""related_forms"":[""appreciate""]}"	none		0
appropriate	appropriate adj.	"{""headword"":""appropriate"",""explanation"":""形容詞意為「適當的、合適的」。常用於描述行為、服裝或語言符合特定場合。注意與 suitable 的近義關係。動詞用法較少見，意為「撥款」或「挪用」，在 GSAT 中主要考形容詞用法。"",""entries"":[{""sentence"":""Wearing a suit to a formal job interview is considered <target>appropriate</target>, as it shows respect for the company and the interviewer."",""translation"":""在正式的求職面試中穿西裝被認為是適當的，因為這顯示了對公司和面試官的尊重。"",""explanation"":""形容詞「適當的」。描述服裝符合場合。""},{""sentence"":""The teacher reminded the students to use <target>appropriate</target> <pattern>language</pattern> when writing their academic essays to maintain a professional tone."",""translation"":""老師提醒學生在撰寫學術論文時使用適當的語言，以維持專業的語調。"",""explanation"":""形容詞「適當的」。常用搭配：appropriate language (適當的語言)。""},{""sentence"":""It is not <target>appropriate</target> <pattern>to</pattern> interrupt others while they are speaking during a class discussion, as it is considered rude."",""translation"":""在課堂討論中，當他人說話時打斷他們是不適當的，因為這被認為是不禮貌的。"",""explanation"":""形容詞「適當的」。常用結構：It is appropriate to V (做某事是適當的)。""}],""related_forms"":[""appropriately"",""appropriateness""]}"	none		0
approval	approval n.	"{""headword"":""approval"",""explanation"":""名詞，意為「贊成、批准」。常用於正式的許可或對某事的認可。常見搭配包括 get/win someone's approval (得到某人的認可) 或 subject to approval (有待批准)。"",""entries"":[{""sentence"":""The students' plan to organize a charity bake sale was <pattern>subject</pattern> <target>to</target> <pattern>approval</pattern> from the school principal."",""translation"":""學生們組織慈善烘焙義賣的計畫有待校長的批准。"",""explanation"":""名詞「批准」。常用片語 be subject to approval (有待批准)。""},{""sentence"":""Young children often seek their parents' <target>approval</target> by working hard in school and following all the house rules."",""translation"":""年幼的孩子經常透過在學校努力學習並遵守所有家規來尋求父母的認可。"",""explanation"":""名詞「認可」。指對某人的行為表示贊同。""},{""sentence"":""After reviewing the final draft of the project, the manager gave her <pattern>final</pattern> <target>approval</target>, allowing the team to start production."",""translation"":""在審閱專案的最終草稿後，經理給予了最終批准，讓團隊可以開始生產。"",""explanation"":""名詞「批准」。常用形容詞：final approval (最終批准)。""}],""related_forms"":[""approve""]}"	none		0
aquarium	aquarium n.	"{""headword"":""aquarium"",""explanation"":""名詞「水族館」或「魚缸」。指展示水生生物的公共場所或家用的小容器。"",""entries"":[{""sentence"":""During the school field trip, the students visited a large city <target>aquarium</target> to learn about different species of marine life."",""translation"":""在學校的校外教學期間，學生們參觀了一座大型城市水族館，以了解不同種類的海洋生物。"",""explanation"":""名詞「水族館」。指公共展示場所。""},{""sentence"":""My brother spent the entire weekend cleaning the <target>aquarium</target> to make sure his colorful tropical fish remained healthy."",""translation"":""我哥哥花整個週末清理魚缸，以確保他的彩色熱帶魚保持健康。"",""explanation"":""名詞「魚缸」。指家用的小容器。""},{""sentence"":""The <target>aquarium</target> featured a magnificent tunnel that allowed visitors to walk under sharks and stingrays swimming overhead."",""translation"":""水族館有一個壯觀的隧道，讓遊客可以走在頭頂游過的鯊魚和魟魚下方。"",""explanation"":""名詞「水族館」。""}],""related_forms"":[""aquariums""]}"	none		0
arch	arch n./v.	"{""headword"":""arch"",""explanation"":""名詞指「拱門」，動詞則指「使成拱形」或「拱起」。在建築描述或身體動作（如貓拱背）中常見。"",""entries"":[{""sentence"":""The tourists stopped to take photos under the ancient stone <target>arch</target> that served as the main entrance to the old city."",""translation"":""遊客們停下來在古老的石拱門下拍照，該拱門是古城的正門。"",""explanation"":""名詞「拱門」。""},{""sentence"":""The cat <target>arched</target> its back and hissed when it saw the strange dog entering its territory for the first time."",""translation"":""當貓第一次看到陌生狗進入它的領地時，它拱起了背並發出嘶嘶聲。"",""explanation"":""動詞「拱起」。描述身體部位彎曲成拱形。""},{""sentence"":""Architects often use the <target>arch</target> in their designs because it can support more weight than a simple flat beam."",""translation"":""建築師經常在設計中使用拱形，因為它比簡單的平樑能承受更多重量。"",""explanation"":""名詞「拱形/拱門」。""}],""related_forms"":[""arches"",""arched""]}"	none		0
arise	arise v.	"{""headword"":""arise"",""explanation"":""動詞，意為「出現」或「發生」。常用於描述問題、困難或機會的突然出現。注意其不規則變化：arise - arose - arisen。注意與 rise (上升) 的區別：arise 通常接抽象名詞（如 problem, difficulty, issue）。"",""entries"":[{""sentence"":""If any unexpected problems <target>arise</target> during the experiment, the students should inform their teacher immediately for guidance."",""translation"":""如果在實驗過程中出現任何意外問題，學生應立即通知老師以尋求指導。"",""explanation"":""動詞「出現」。常用搭配：problems arise (問題出現)。""},{""sentence"":""A serious conflict <target>arose</target> <pattern>between</pattern> the two teammates because they could not agree on how to divide the workload."",""translation"":""兩名隊友之間產生了嚴重的衝突，因為他們無法就如何分配工作量達成一致。"",""explanation"":""動詞「發生」。此處為過去式 arose。""},{""sentence"":""New opportunities for career growth often <target>arise</target> when people are willing to step out of their comfort zones and try new things."",""translation"":""當人們願意走出舒適圈嘗試新事物時，職業成長的新機會往往會隨之而來。"",""explanation"":""動詞「出現」。常用搭配：opportunities arise (機會出現)。""}],""related_forms"":[""arose"",""arisen""]}"	none		0
arms	arms n.	"{""headword"":""arms"",""explanation"":""名詞，有兩種完全不同的意思。第一是指身體的「手臂」；第二是指「武器」（此時為複數形式，不可數或集體名詞）。在 GSAT 中，常考武器之意，如 arms race (軍備競賽) 或 bear arms (攜帶武器)。"",""entries"":[{""sentence"":""The two old friends hugged each other tightly, wrapping their <target>arms</target> around one another after years of separation."",""translation"":""這兩位老朋友在分開多年後緊緊相擁，雙臂環繞著彼此。"",""explanation"":""名詞「手臂」。指身體部位。""},{""sentence"":""The government decided to reduce its spending on <target>arms</target> and instead invest more money in education and healthcare."",""translation"":""政府決定減少在武器上的支出，轉而將更多資金投入到教育和醫療保健中。"",""explanation"":""名詞「武器」。指軍事裝備。""},{""sentence"":""The historical museum displayed a variety of ancient <target>arms</target> and armor used by soldiers during the Middle Ages."",""translation"":""歷史博物館展出了中世紀士兵使用的各種古代武器和盔甲。"",""explanation"":""名詞「武器」。常用搭配：arms and armor (武器與盔甲)。""}],""related_forms"":[]}"	none		0
artificial	artificial adj.	"{""headword"":""artificial"",""explanation"":""形容詞「人造的、人工的」。指非天然產生的。常用於科技、材料或情感。注意與 fake 的區別：artificial 強調人造過程（如 artificial intelligence），而 fake 強調欺騙目的（如 fake news）。"",""entries"":[{""sentence"":""Many food companies use <target>artificial</target> <pattern>sweeteners</pattern> instead of sugar to reduce the calorie count in their soft drinks."",""translation"":""許多食品公司在軟飲料中使用人工甜味劑代替糖，以降低熱量。"",""explanation"":""形容詞「人工的」。常用搭配：artificial sweeteners (人工甜味劑)。""},{""sentence"":""The development of <target>artificial</target> <pattern>intelligence</pattern> has changed the way people work and communicate in the modern world."",""translation"":""人工智慧的發展改變了現代人工作和溝通的方式。"",""explanation"":""形容詞「人工的」。常用搭配：artificial intelligence (人工智慧, AI)。""},{""sentence"":""To keep the indoor plants alive in the winter, the gardener used <target>artificial</target> <pattern>lighting</pattern> to simulate natural sunlight."",""translation"":""為了讓室內植物在冬天存活，園丁使用人工照明來模擬自然陽光。"",""explanation"":""形容詞「人造的」。常用搭配：artificial lighting (人工照明)。""}],""related_forms"":[""artificially"",""artificiality""]}"	none		0
artistic	artistic adj.	"{""headword"":""artistic"",""explanation"":""形容詞「藝術的、有藝術天賦的」。可用於描述作品（如 artistic style）或人的能力（如 artistic talent）。"",""entries"":[{""sentence"":""The student's painting showed great <target>artistic</target> <pattern>talent</pattern>, impressing all the judges at the school's annual art competition."",""translation"":""這名學生的繪畫展現了極高的藝術天賦，讓學校年度藝術比賽的所有評審都印象深刻。"",""explanation"":""形容詞「有藝術天賦的」。常用搭配：artistic talent (藝術天賦)。""},{""sentence"":""She decided to study interior design because she wanted to apply her <target>artistic</target> <pattern>vision</pattern> to create beautiful living spaces."",""translation"":""她決定學習室內設計，因為她想運用她的藝術眼光來創造美麗的居住空間。"",""explanation"":""形容詞「藝術的」。常用搭配：artistic vision (藝術眼光/願景)。""},{""sentence"":""The museum exhibition highlighted the <target>artistic</target> <pattern>style</pattern> of the Renaissance period, focusing on realism and perspective."",""translation"":""博物館的展覽強調了文藝復興時期的藝術風格，重點在於寫實主義和透視法。"",""explanation"":""形容詞「藝術的」。常用搭配：artistic style (藝術風格)。""}],""related_forms"":[""artistically"",""artist""]}"	none		0
ashamed	ashamed adj.	"{""headword"":""ashamed"",""explanation"":""形容詞「感到羞愧的」。通常與介係詞 of 搭配，表示對某事或某人感到羞愧。注意與 shy (害羞) 的區別：ashamed 是因為做錯事而感到愧疚或丟臉。"",""entries"":[{""sentence"":""The boy felt <target>ashamed</target> <pattern>of</pattern> his behavior after he realized that he had been mean to his younger sister."",""translation"":""男孩在意識到自己對妹妹很刻薄後，感到很羞愧。"",""explanation"":""形容詞「羞愧的」。常用搭配：feel ashamed of sth (對某事感到羞愧)。""},{""sentence"":""She was <target>ashamed</target> <pattern>to</pattern> admit that she had failed the math test despite spending weeks studying for it."",""translation"":""儘管花了好幾週準備，她仍然很羞愧地承認數學考試沒及格。"",""explanation"":""形容詞「羞愧的」。常用結構：be ashamed to V (羞於做某事)。""},{""sentence"":""He told his friend not to be <target>ashamed</target> <pattern>of</pattern> making mistakes, as that is the best way to learn a new language."",""translation"":""他告訴朋友不要為犯錯而感到羞愧，因為那是學習新語言的最佳方式。"",""explanation"":""形容詞「羞愧的」。常用搭配：ashamed of making mistakes (為犯錯而羞愧)。""}],""related_forms"":[""ashamedly""]}"	none		0
aspect	aspect n.	"{""headword"":""aspect"",""explanation"":""名詞「方面、面貌」。指事物的一個特定部分或特徵。常用搭配包括 every aspect of (每一個方面) 或 a positive aspect (正面的一面)。"",""entries"":[{""sentence"":""The teacher encouraged the students to consider every <target>aspect</target> <pattern>of</pattern> the problem before drawing a final conclusion."",""translation"":""老師鼓勵學生在得出最終結論前，考慮問題的每一個方面。"",""explanation"":""名詞「方面」。常用搭配：every aspect of... (每一個方面)。""},{""sentence"":""One positive <target>aspect</target> <pattern>of</pattern> living in a big city is the convenience of having many public transportation options."",""translation"":""住在大城市的一個正面方面是公共交通選擇多，非常便利。"",""explanation"":""名詞「方面」。常用搭配：positive aspect (正面的一面)。""},{""sentence"":""The documentary explored the social <target>aspects</target> <pattern>of</pattern> the industrial revolution and how it changed family structures."",""translation"":""這部紀錄片探討了工業革命的社會方面以及它如何改變家庭結構。"",""explanation"":""名詞「方面」。此處使用複數 aspects。""}],""related_forms"":[]}"	none		0
aspirin	aspirin n.	"{""headword"":""aspirin"",""explanation"":""名詞「阿斯匹靈」。一種常用於緩解疼痛和降低發燒的藥物。在 GSAT 英文中，通常出現在健康或醫療相關的閱讀文章中。"",""entries"":[{""sentence"":""When the student developed a mild headache after studying for hours, he took an <target>aspirin</target> to relieve the pain."",""translation"":""學生在學習數小時後感到輕微頭痛，於是服用了一顆阿斯匹靈來緩解疼痛。"",""explanation"":""名詞「阿斯匹靈」。常用動詞搭配：take an aspirin。""},{""sentence"":""The doctor warned the patient not to take too many <target>aspirins</target> on an empty stomach to avoid irritating the stomach lining."",""translation"":""醫生警告患者不要在空腹時服用太多阿斯匹靈，以免刺激胃黏膜。"",""explanation"":""名詞「阿斯匹靈」。指代藥物種類或具體藥錠。""},{""sentence"":""Although <target>aspirin</target> is widely available over the counter, people with certain health conditions should consult a physician before using it."",""translation"":""雖然阿斯匹靈在藥局隨處可買，但有特定健康狀況的人在服用前應諮詢醫生。"",""explanation"":""名詞「阿斯匹靈」。over the counter 指的是非處方藥。""}],""related_forms"":[""aspirins""]}"	none		0
assemble	assemble v.	"{""headword"":""assemble"",""explanation"":""動詞「組裝」或「聚集」。組裝指將零件拼湊在一起；聚集指人或物聚集在同一地點。注意區分這兩種截然不同的用法。"",""entries"":[{""sentence"":""The students were asked to <target>assemble</target> the science kit following the detailed instructions provided by the teacher in the lab."",""translation"":""學生被要求按照老師在實驗室提供的詳細說明來組裝科學套件。"",""explanation"":""動詞「組裝」。指將零件拼湊在一起。""},{""sentence"":""All the students were told to <target>assemble</target> <pattern>in</pattern> the main courtyard at 8 a.m. for the morning announcements."",""translation"":""所有學生被告知早上八點在主庭院聚集，以聽取早晨的公告。"",""explanation"":""動詞「聚集」。常用搭配：assemble in a place。""},{""sentence"":""The company's engineers worked together to <target>assemble</target> the new prototype of the electric car within a few weeks."",""translation"":""公司的工程師們共同努力，在幾週內組裝出了電動車的新原型。"",""explanation"":""動詞「組裝」。指將零件拼湊在一起。""}],""related_forms"":[""assembled"",""assembling""]}"	none		0
assembly	assembly n.	"{""headword"":""assembly"",""explanation"":""名詞「集會」或「組裝」。指一群人聚集在一起的活動，或將零件組裝成產品的過程。常見搭配：school assembly (全校集會)。"",""entries"":[{""sentence"":""During the weekly school <target>assembly</target>, the principal announced the winners of the regional science competition and praised their hard work."",""translation"":""在每週的學校集會期間，校長宣布了區域科學競賽的獲勝者並稱讚他們的努力。"",""explanation"":""名詞「集會」。常用搭配：school assembly (學校集會)。""},{""sentence"":""The <target>assembly</target> <pattern>line</pattern> in the electronics factory was upgraded to include robotic arms to increase production efficiency."",""translation"":""電子工廠的組裝線被升級，加入了機械手臂以提高生產效率。"",""explanation"":""名詞「組裝」。常用搭配：assembly line (組裝線)。""},{""sentence"":""The students spent the entire afternoon in the <target>assembly</target> <pattern>hall</pattern>, listening to a guest speaker talk about future career options."",""translation"":""學生們整個下午都在集會大廳裡，聽著一位客座演講者談論未來的職業選擇。"",""explanation"":""名詞「集會」。常用搭配：assembly hall (集會大廳)。""}],""related_forms"":[""assemble""]}"	none		0
assign	assign(ment) v./(n.)	"{""headword"":""assign"",""explanation"":""動詞「指派」或「分配」。常用於指派任務、工作或分配資源。常用片語 assign sth to sb (將某事指派給某人)。"",""entries"":[{""sentence"":""The teacher decided to <target>assign</target> a group project <pattern>to</pattern> the students to encourage them to collaborate and share ideas."",""translation"":""老師決定指派一個小組計畫給學生，以鼓勵他們合作並分享想法。"",""explanation"":""動詞「指派」。常用片語 assign sth to sb。""},{""sentence"":""The company <target>assigned</target> a special assistant <pattern>to</pattern> the new CEO to help him manage his busy schedule and meetings."",""translation"":""公司指派了一名特別助理給新任執行長，以幫助他管理繁忙的日程和會議。"",""explanation"":""動詞「指派」。常用片語 assign sth to sb。""},{""sentence"":""The school administration <target>assigned</target> specific lockers <pattern>to</pattern> each freshman, ensuring that everyone had a place to store their books."",""translation"":""學校行政部門為每位新生分配了特定的置物櫃，確保每個人都有地方存放書籍。"",""explanation"":""動詞「分配」。常用片語 assign sth to sb。""}],""related_forms"":[""assignment"",""assigned"",""assigning""]}"	none		0
assignment	assistance n.	"{""headword"":""assignment"",""explanation"":""名詞「作業」或「指派」。指被指派的工作或任務。在校園生活中，這通常指老師給的功課。"",""entries"":[{""sentence"":""The university student spent the entire weekend completing his history <target>assignment</target>, as the deadline was coming up quickly."",""translation"":""這名大學生整個週末都在完成他的歷史作業，因為截止日期很快就到了。"",""explanation"":""名詞「作業」。指被指派的學習任務。""},{""sentence"":""The manager <pattern>gave</pattern> a challenging <target>assignment</target> <pattern>to</pattern> the new employee, testing his ability to handle complex problems."",""translation"":""經理給了新員工一個具挑戰性的任務，測試他處理複雜問題的能力。"",""explanation"":""名詞「指派」。指被指派的工作任務。常用搭配：give an assignment to sb。""},{""sentence"":""She was very proud of her <target>assignment</target> to the foreign office in Tokyo, as it was her first time working abroad."",""translation"":""她對被指派到東京的外交辦公室感到非常自豪，因為這是她第一次在國外工作。"",""explanation"":""名詞「指派」。指被指派到特定地點的工作任務。""}],""related_forms"":[""assign""]}"	none		0
assistance	associate adj./n./v.	"{""headword"":""assistance"",""explanation"":""名詞「幫助」或「援助」。比 help 更正式，常用於指在專業、金錢或技術上的協助。常用搭配：provide assistance, offer assistance。"",""entries"":[{""sentence"":""The new student from Japan needed some <target>assistance</target> <pattern>with</pattern> his English, so the teacher assigned a classmate to help him."",""translation"":""來自日本的新學生在英文方面需要一些幫助，由於此，老師指派了一位同學幫助他。"",""explanation"":""名詞「幫助」。常用搭配：assistance with sth。""},{""sentence"":""The government provided financial <target>assistance</target> <pattern>to</pattern> the farmers after the earthquake, helping them rebuild their homes and farms."",""translation"":""政府在地震後向農民提供了財政援助，幫助他們重建家園和農場。"",""explanation"":""名詞「援助」。常用搭配：provide assistance to sb。""},{""sentence"":""If you encounter any technical issues while using the school's online portal, please contact the IT department for <target>assistance</target>."",""translation"":""如果您在使用學校的線上入口網站時遇到任何技術問題，請聯繫 IT 部門尋求幫助。"",""explanation"":""名詞「幫助」。指技術上的協助。""}],""related_forms"":[""assist"",""assistant""]}"	none		0
associate	association n.	"{""headword"":""associate"",""explanation"":""作為形容詞指「副的、助理的」；作為名詞指「夥伴、同事」；作為動詞指「將...與...聯繫在一起」。動詞用法最常見，常用片語 associate A with B (將 A 與 B 聯繫起來)。"",""entries"":[{""sentence"":""The university's <target>associate</target> professor has published several important papers on environmental science in international journals."",""translation"":""這所大學的副教授在國際期刊上發表了幾篇關於環境科學的重要論文。"",""explanation"":""形容詞「副的」。指職位等級較低於 full professor。""},{""sentence"":""Many people <target>associate</target> the smell of fresh cinnamon rolls <pattern>with</pattern> their childhood memories of visiting their grandmother's house."",""translation"":""許多人將新鮮肉桂捲的香味與他們童年時光訪問祖母家的記憶聯繫在一起。"",""explanation"":""動詞「聯繫」。常用片語 associate A with B。""},{""sentence"":""As a business <target>associate</target>, he worked closely with the lawyer to ensure that all the legal documents were correct."",""translation"":""作為一名商業夥伴，他與律師密切合作，以確保所有法律文件均正確無誤。"",""explanation"":""名詞「夥伴」。指在工作中合作的人。""},{""sentence"":""The doctor warned that smoking is often <target>associated</target> <pattern>with</pattern> an increased risk of lung cancer and heart disease."",""translation"":""醫生警告說，吸煙通常與肺癌和心臟病的風險增加有關。"",""explanation"":""動詞「聯繫」。被動語態 associate be associated with sth。""}],""related_forms"":[""association"",""associates"",""associating""]}"	none		0
association	assurance n.	"{""headword"":""association"",""explanation"":""名詞「協會」或「聯繫」。指一群有共同目的的人組成的組織，或兩件事物之間的關係。"",""entries"":[{""sentence"":""She decided to join the student <target>association</target> to meet new friends and participate in various campus activities and events."",""translation"":""她決定加入學生協會，以結識新朋友並參加各種校園活動和事件。"",""explanation"":""名詞「協會」。指一個組織。""},{""sentence"":""Scientists have found a strong <target>association</target> <pattern>between</pattern> regular exercise and improved mental health among teenagers."",""translation"":""科學家發現了定期運動與青少年心理健康改善之間存在強烈的聯繫。"",""explanation"":""名詞「聯繫」。常用搭配：association between A and B。""},{""sentence"":""The local sports <target>association</target> organizes an annual marathon to raise funds for the children's hospital in the city."",""translation"":""當地體育協會組織每年一次的馬拉松，以籌集資金給城市裡的兒童醫院。"",""explanation"":""名詞「協會」。指一個組織。""}],""related_forms"":[""associate""]}"	none		0
